,msg_type,session_id,iface_ver,length,proto_ver,retcode,ip_src,ip_dst,proto,sport,dport,mac_src,mac_dst,service_id,method_id,Type,timesensitive,client_min,client_max,client_resendMin,client_resendMax,errorRate,server_min,server_max,Client_id,client_mac,client_ip,client_send_port,client_rec_port,server_mac,server_ip,server_send_port,server_rec_port,label
0,0,1,1,14,1,0,10.1.0.6,10.0.0.2,17,30501,30491,02:6b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
1,0,1,1,14,1,0,10.1.0.4,10.0.0.1,17,30501,30491,02:4b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
2,0,1,1,20,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
3,128,1,1,16,1,0,10.0.0.2,10.1.0.6,17,30491,30501,02:2a:aa:aa:aa:aa,02:6b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
4,0,1,1,28,1,0,10.1.0.2,10.0.0.2,17,30501,30491,02:2b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
5,0,1,1,13,1,0,10.1.0.5,10.0.0.1,17,30501,30491,02:5b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
6,1,2,1,12,1,0,10.1.0.2,10.0.0.1,17,30501,30491,02:2b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,4095,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
7,1,2,1,18,1,0,10.1.0.5,10.0.0.1,17,30501,30491,02:5b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,546,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
8,2,3,1,12,1,0,10.1.0.5,10.0.0.2,17,30501,30491,02:5b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
9,2,2,1,26,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
10,2,2,1,17,1,0,10.1.0.7,10.0.0.8,17,30501,30491,02:7b:bb:bb:bb:bb,02:8a:aa:aa:aa:aa,16384,2,NOTIFICATION,true,4.9,5.1,2,3,0.3,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:8A:AA:AA:AA:AA,10.0.0.8,30491,30491,0
11,0,1,1,9,1,0,10.1.0.7,10.0.0.2,17,30501,30491,02:7b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
12,128,1,1,26,1,0,10.0.0.1,10.1.0.4,17,30491,30501,02:1a:aa:aa:aa:aa,02:4b:bb:bb:bb:bb,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
13,1,1,1,9,1,0,10.1.0.9,10.0.0.1,17,30501,30491,02:9b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,546,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,5
14,128,1,1,16,1,0,10.0.0.2,10.1.0.2,17,30491,30501,02:2a:aa:aa:aa:aa,02:2b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
15,0,1,1,25,1,0,10.1.0.3,10.0.0.2,17,30501,30491,02:3b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
16,128,1,1,23,1,0,10.0.0.1,10.1.0.5,17,30491,30501,02:1a:aa:aa:aa:aa,02:5b:bb:bb:bb:bb,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
17,0,1,1,12,1,0,10.1.0.9,10.0.0.1,17,30501,30491,02:9b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,5
18,0,1,1,11,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
19,0,1,1,17,1,0,10.1.0.6,10.0.0.6,17,30501,30491,02:6b:bb:bb:bb:bb,02:6a:aa:aa:aa:aa,16384,1,REQUEST,false,1,10,2,3,0.6,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:6A:AA:AA:AA:AA,10.0.0.6,30491,30491,0
20,2,1,1,24,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
21,0,1,1,13,1,0,10.1.0.9,10.0.0.1,17,30501,30491,02:9b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,5
22,0,2,1,25,1,0,10.1.0.6,10.0.0.2,17,30501,30491,02:6b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
23,0,1,1,8,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
24,2,1,1,28,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
25,2,1,1,9,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
26,0,1,1,14,1,0,10.1.0.1,10.0.0.1,17,30501,30491,02:1b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,1,02:1B:BB:BB:BB:BB,10.1.0.1,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
27,0,1,1,21,1,0,10.1.0.4,10.0.0.2,17,30501,30491,02:4b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
28,0,1,1,17,1,0,10.1.0.9,10.0.0.1,17,30501,30491,02:9b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,5
29,0,1,1,12,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
30,2,1,1,14,1,0,10.1.0.9,10.0.0.2,17,30501,30491,02:9b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,5
31,0,2,1,12,1,0,10.1.0.5,10.0.0.1,17,30501,30491,02:5b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
32,128,1,1,20,1,0,10.0.0.2,10.1.0.3,17,30491,30501,02:2a:aa:aa:aa:aa,02:3b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
33,0,1,1,16,1,0,10.1.0.6,10.0.0.2,17,30501,30491,02:6b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,16384,1,REQUEST,false,1,10,2,3,0.1,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
