,msg_type,session_id,iface_ver,length,proto_ver,retcode,ip_src,ip_dst,proto,sport,dport,mac_src,mac_dst,service_id,method_id,Type,timesensitive,client_min,client_max,client_resendMin,client_resendMax,errorRate,server_min,server_max,Client_id,client_mac,client_ip,client_send_port,client_rec_port,server_mac,server_ip,server_send_port,server_rec_port,label
0,0,1,1,25,1,0,10.1.0.4,10.0.0.1,17,30501,30491,02:4b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
1,0,1,1,24,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
2,0,1,1,28,1,0,10.1.0.1,10.0.0.1,17,30501,30491,02:1b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,1,02:1B:BB:BB:BB:BB,10.1.0.1,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,1
3,0,1,1,18,1,0,10.1.0.2,10.0.0.2,17,30501,30491,02:2b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
4,128,1,1,15,1,0,10.0.0.1,10.1.0.4,17,30491,30501,02:1a:aa:aa:aa:aa,02:4b:bb:bb:bb:bb,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
5,0,1,1,16,1,0,10.1.0.7,10.0.0.2,17,30501,30491,02:7b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
6,128,1,1,23,1,0,10.0.0.2,10.1.0.2,17,30491,30501,02:2a:aa:aa:aa:aa,02:2b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
7,0,2,1,12,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
8,0,1,1,21,1,0,10.1.0.3,10.0.0.2,17,30501,30491,02:3b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
9,0,1,1,28,1,0,10.1.0.6,10.0.0.2,17,30501,30491,02:6b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
10,2,2,1,25,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
11,1,2,1,23,1,0,10.1.0.2,10.0.0.1,17,30501,30491,02:2b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,4095,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
12,2,3,1,26,1,0,10.1.0.5,10.0.0.2,17,30501,30491,02:5b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
13,2,2,1,14,1,0,10.1.0.7,10.0.0.7,17,30501,30491,02:7b:bb:bb:bb:bb,02:7a:aa:aa:aa:aa,16384,2,NOTIFICATION,true,4.9,5.1,2,3,0.1,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:7A:AA:AA:AA:AA,10.0.0.7,30491,30491,0
14,1,2,1,9,1,0,10.1.0.5,10.0.0.1,17,30501,30491,02:5b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,546,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
15,0,3,1,8,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
16,128,1,1,25,1,0,10.0.0.2,10.1.0.7,17,30491,30501,02:2a:aa:aa:aa:aa,02:7b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
17,128,1,1,19,1,0,10.0.0.2,10.1.0.6,17,30491,30501,02:2a:aa:aa:aa:aa,02:6b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
18,0,2,1,9,1,0,10.1.0.3,10.0.0.2,17,30501,30491,02:3b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
19,0,2,1,17,1,0,10.1.0.2,10.0.0.2,17,30501,30491,02:2b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
20,128,1,1,15,1,0,10.0.0.2,10.1.0.8,17,30491,30501,02:2a:aa:aa:aa:aa,02:8b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
21,128,1,1,14,1,0,10.0.0.2,10.1.0.3,17,30491,30501,02:2a:aa:aa:aa:aa,02:3b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
22,0,1,1,10,1,0,10.1.0.4,10.0.0.2,17,30501,30491,02:4b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,1
23,128,2,1,22,1,0,10.0.0.2,10.1.0.2,17,30491,30501,02:2a:aa:aa:aa:aa,02:2b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
24,128,3,1,11,1,0,10.0.0.2,10.1.0.8,17,30491,30501,02:2a:aa:aa:aa:aa,02:8b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
25,129,2,1,24,1,6,10.0.0.2,10.1.0.8,17,30491,30501,02:2a:aa:aa:aa:aa,02:8b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
26,0,1,1,9,1,0,10.1.0.6,10.0.0.2,17,30501,30491,02:6b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,16384,1,REQUEST,false,1,10,2,3,0.1,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
27,0,4,1,16,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
28,0,1,1,14,1,0,10.1.0.5,10.0.0.1,17,30501,30491,02:5b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
29,0,2,1,17,1,0,10.1.0.1,10.0.0.1,17,30501,30491,02:1b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,1,02:1B:BB:BB:BB:BB,10.1.0.1,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
30,0,2,1,21,1,0,10.1.0.7,10.0.0.2,17,30501,30491,02:7b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
31,0,2,1,8,1,0,10.1.0.4,10.0.0.1,17,30501,30491,02:4b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,1
32,2,3,1,21,1,0,10.1.0.8,10.0.0.2,17,30501,30491,02:8b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,8,02:8B:BB:BB:BB:BB,10.1.0.8,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
33,2,5,1,8,1,0,10.1.0.5,10.0.0.2,17,30501,30491,02:5b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,2,NOTIFICATION,true,4.9,5.1,2,3,0.2,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
34,1,4,1,21,1,0,10.1.0.5,10.0.0.1,17,30501,30491,02:5b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,546,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
35,2,3,1,10,1,0,10.1.0.7,10.0.0.2,17,30501,30491,02:7b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,16384,2,NOTIFICATION,true,4.9,5.1,2,3,0.1,1,5,7,02:7B:BB:BB:BB:BB,10.1.0.7,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
36,1,3,1,14,1,0,10.1.0.2,10.0.0.1,17,30501,30491,02:2b:bb:bb:bb:bb,02:1a:aa:aa:aa:aa,4096,4095,REQUEST_NO_RETURN,true,4.9,5.1,2,3,0.1,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
37,128,1,1,13,1,0,10.0.0.2,10.1.0.6,17,30491,30501,02:2a:aa:aa:aa:aa,02:6b:bb:bb:bb:bb,16384,1,REQUEST,false,1,10,2,3,0.1,1,5,6,02:6B:BB:BB:BB:BB,10.1.0.6,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
38,0,3,1,8,1,0,10.1.0.3,10.0.0.2,17,30501,30491,02:3b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
39,128,1,1,27,1,0,10.0.0.1,10.1.0.5,17,30491,30501,02:1a:aa:aa:aa:aa,02:5b:bb:bb:bb:bb,4096,273,REQUEST,false,1,10,2,3,0.1,1,5,5,02:5B:BB:BB:BB:BB,10.1.0.5,30501,30501,02:1A:AA:AA:AA:AA,10.0.0.1,30491,30491,0
40,0,2,1,11,1,0,10.1.0.4,10.0.0.2,17,30501,30491,02:4b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,4,02:4B:BB:BB:BB:BB,10.1.0.4,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,1
41,128,2,1,16,1,0,10.0.0.2,10.1.0.3,17,30491,30501,02:2a:aa:aa:aa:aa,02:3b:bb:bb:bb:bb,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,3,02:3B:BB:BB:BB:BB,10.1.0.3,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
42,0,3,1,25,1,0,10.1.0.2,10.0.0.2,17,30501,30491,02:2b:bb:bb:bb:bb,02:2a:aa:aa:aa:aa,12288,1,REQUEST,false,1,10,2,3,0.2,1,5,2,02:2B:BB:BB:BB:BB,10.1.0.2,30501,30501,02:2A:AA:AA:AA:AA,10.0.0.2,30491,30491,0
